Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales(in dollars),Operating Profit(in dollars),Sales Method
Foot Locker,1185732,08-03-2020,Northeast,New York,New York,Men's Apparel,55.00,252,13860,6237,Online
Foot Locker,1185732,09-03-2020,Northeast,New York,New York,Women's Apparel,64.00,305,19520,7613,Online
Foot Locker,1185732,10-03-2020,Northeast,New York,New York,Men's Street Footwear,59.00,319,18821,11293,Online
Foot Locker,1185732,11-03-2020,Northeast,New York,New York,Men's Athletic Footwear,53.00,267,14151,5943,Online
Foot Locker,1185732,12-03-2020,Northeast,New York,New York,Women's Street Footwear,46.00,247,11362,5113,Online
Foot Locker,1185732,13-03-2020,Northeast,New York,New York,Women's Athletic Footwear,46.00,243,11178,5142,Online
Foot Locker,1185732,14-03-2020,Northeast,New York,New York,Men's Apparel,58.00,231,13398,5761,Online
Foot Locker,1185732,15-03-2020,Northeast,New York,New York,Women's Apparel,61.00,286,17446,6978,Online
Foot Locker,1185732,16-03-2020,Northeast,New York,New York,Men's Street Footwear,58.00,325,18850,11499,Online
Foot Locker,1185732,17-03-2020,Northeast,New York,New York,Men's Athletic Footwear,53.00,308,16324,6693,Online
Foot Locker,1185732,18-03-2020,Northeast,New York,New York,Women's Street Footwear,45.00,257,11565,5320,Online
Foot Locker,1185732,31-03-2020,Northeast,New York,New York,Women's Athletic Footwear,47.00,241,11327,5324,Online
Walmart,1185732,17-04-2020,Northeast,New York,New York,Men's Apparel,54.00,270,14580,6561,Online
Walmart,1185732,18-04-2020,Northeast,New York,New York,Women's Apparel,62.00,290,17980,6653,Online
Walmart,1185732,19-04-2020,Northeast,New York,New York,Men's Street Footwear,56.00,360,20160,12499,Online
Walmart,1185732,20-04-2020,Northeast,New York,New York,Men's Athletic Footwear,50.00,270,13500,5940,Online
Walmart,1185732,21-04-2020,Northeast,New York,New York,Women's Street Footwear,47.00,268,12596,5920,Online
Walmart,1185732,22-04-2020,Northeast,New York,New York,Women's Athletic Footwear,47.00,252,11844,5448,Online
Walmart,1185732,23-04-2020,Northeast,New York,New York,Men's Apparel,58.00,252,14616,5846,Online
Walmart,1185732,24-04-2020,Northeast,New York,New York,Women's Apparel,59.00,280,16520,6608,Online
Walmart,1185732,25-04-2020,Northeast,New York,New York,Men's Apparel,64.00,236,15104,6344,Online
Walmart,1185732,26-04-2020,Northeast,New York,New York,Women's Apparel,68.00,290,19720,7494,Online
Walmart,1185732,27-04-2020,Northeast,New York,New York,Men's Street Footwear,60.00,299,17940,10764,Online
Walmart,1185732,28-04-2020,Northeast,New York,New York,Men's Athletic Footwear,53.00,273,14469,6222,Online
Walmart,1185732,29-04-2020,Northeast,New York,New York,Women's Street Footwear,52.00,258,13416,6440,Online
Walmart,1185732,30-04-2020,Northeast,New York,New York,Women's Athletic Footwear,50.00,252,12600,6174,Online
Walmart,1185732,01-05-2020,Northeast,New York,New York,Men's Apparel,64.00,254,16256,6828,Online
Walmart,1185732,02-05-2020,Northeast,New York,New York,Women's Apparel,66.00,263,17358,6422,Online
Walmart,1185732,03-05-2020,Northeast,New York,New York,Men's Street Footwear,62.00,312,19344,12380,Online
Walmart,1185732,04-05-2020,Northeast,New York,New York,Men's Athletic Footwear,51.00,300,15300,6426,Online
Walmart,1185732,05-05-2020,Northeast,New York,New York,Women's Street Footwear,54.00,285,15390,7233,Online
Walmart,1185732,06-05-2020,Northeast,New York,New York,Women's Athletic Footwear,54.00,225,12150,5589,Online
Walmart,1185732,07-05-2020,Northeast,New York,New York,Men's Apparel,60.00,261,15660,6734,Online
Walmart,1185732,18-07-2020,Northeast,New York,New York,Women's Apparel,68.00,290,19720,6902,Online
Sports Direct,1197831,19-07-2020,Northeast,New York,New York,Men's Street Footwear,24.00,234,5616,2640,Online
Sports Direct,1197831,20-07-2020,Northeast,New York,New York,Men's Athletic Footwear,34.00,225,7650,3749,Online
Sports Direct,1197831,21-07-2020,Northeast,New York,New York,Women's Street Footwear,33.00,210,6930,3188,Online
Sports Direct,1197831,22-07-2020,Northeast,New York,New York,Women's Athletic Footwear,34.00,175,5950,3273,Online
Sports Direct,1197831,23-07-2020,South,Texas,Houston,Men's Apparel,36.00,154,5544,2384,Online
Sports Direct,1197831,24-07-2020,South,Texas,Houston,Women's Apparel,34.00,203,6902,4417,Online
Sports Direct,1197831,25-07-2020,South,Texas,Houston,Men's Street Footwear,23.00,213,4899,2450,Online
Sports Direct,1197831,26-07-2020,South,Texas,Houston,Men's Athletic Footwear,33.00,255,8415,3787,Online
Sports Direct,1197831,27-07-2020,South,Texas,Houston,Women's Street Footwear,32.00,176,5632,2534,Online
Sports Direct,1197831,28-07-2020,South,Texas,Houston,Women's Athletic Footwear,34.00,175,5950,3570,Online
Sports Direct,1197831,29-07-2020,South,Texas,Houston,Men's Apparel,38.00,125,4750,2138,Online
Sports Direct,1197831,30-07-2020,South,Texas,Houston,Women's Apparel,34.00,196,6664,4198,Online
Sports Direct,1197831,31-07-2020,South,Texas,Houston,Men's Street Footwear,29.00,254,7366,3315,Online
Sports Direct,1197831,01-08-2020,South,Texas,Houston,Men's Athletic Footwear,39.00,236,9204,4142,Online
Sports Direct,1197831,02-08-2020,South,Texas,Houston,Women's Street Footwear,32.00,182,5824,2854,Online
Sports Direct,1197831,03-08-2020,South,Texas,Houston,Women's Athletic Footwear,37.00,174,6438,3734,Online
Sports Direct,1197831,04-08-2020,South,Texas,Houston,Men's Apparel,41.00,125,5125,2050,Online
Sports Direct,1197831,05-08-2020,South,Texas,Houston,Women's Apparel,39.00,189,7371,4423,Online
Sports Direct,1197831,06-08-2020,South,Texas,Houston,Men's Street Footwear,27.00,234,6318,3033,Online
Sports Direct,1197831,07-08-2020,South,Texas,Houston,Men's Athletic Footwear,38.00,225,8550,3848,Online
Sports Direct,1197831,08-08-2020,South,Texas,Houston,Women's Street Footwear,34.00,203,6902,3175,Online
Sports Direct,1197831,09-08-2020,South,Texas,Houston,Women's Athletic Footwear,36.00,163,5868,3462,Online
Walmart,1197831,10-08-2020,South,Texas,Houston,Men's Apparel,42.00,147,6174,2593,Online
Walmart,1197831,11-08-2020,South,Texas,Houston,Women's Apparel,39.00,232,9048,5519,Online
Walmart,1197831,12-08-2020,South,Texas,Houston,Men's Street Footwear,29.00,268,7772,3731,Online
Walmart,1197831,13-08-2020,South,Texas,Houston,Men's Athletic Footwear,38.00,259,9842,4527,Online
Walmart,1197831,14-08-2020,South,Texas,Houston,Women's Street Footwear,33.00,225,7425,3564,Online
Walmart,1197831,15-08-2020,South,Texas,Houston,Women's Athletic Footwear,39.00,189,7371,4275,Online
Walmart,1197831,16-08-2020,South,Texas,Houston,Men's Apparel,42.00,168,7056,2822,Online
Walmart,1197831,17-08-2020,South,Texas,Houston,Women's Apparel,37.00,276,10212,6434,Online
Walmart,1197831,18-08-2020,South,Texas,Houston,Men's Street Footwear,39.00,238,9282,4363,Online
Walmart,1197831,19-08-2020,South,Texas,Houston,Men's Athletic Footwear,42.00,238,9996,4498,Online
Walmart,1197831,20-08-2020,South,Texas,Houston,Women's Street Footwear,37.00,232,8584,4206,Online
Walmart,1197831,21-08-2020,South,Texas,Houston,Women's Athletic Footwear,38.00,203,7714,4397,Online
Walmart,1197831,22-08-2020,South,Texas,Houston,Men's Apparel,41.00,169,6929,3118,Online
Walmart,1197831,23-08-2020,South,Texas,Houston,Women's Apparel,47.00,250,11750,7520,Online
Walmart,1197831,24-08-2020,South,Texas,Houston,Men's Street Footwear,37.00,238,8806,3963,Online
Walmart,1197831,25-08-2020,South,Texas,Houston,Men's Athletic Footwear,42.00,238,9996,4598,Online
Walmart,1197831,26-08-2020,South,Texas,Houston,Women's Street Footwear,37.00,319,11803,5311,Online
Walmart,1197831,27-08-2020,South,Texas,Houston,Women's Athletic Footwear,36.00,210,7560,4536,Online
Walmart,1197831,28-08-2020,South,Texas,Houston,Men's Apparel,41.00,196,8036,3214,Online
Walmart,1197831,29-08-2020,South,Texas,Houston,Women's Apparel,47.00,293,13771,8676,Online
Walmart,1197831,30-08-2020,South,Texas,Houston,Men's Street Footwear,37.00,268,9916,4859,Online
Walmart,1197831,31-08-2020,South,Texas,Houston,Men's Athletic Footwear,41.00,259,10619,4779,Online
Walmart,1197831,01-09-2020,South,Texas,Houston,Women's Street Footwear,39.00,297,11583,5328,Online
Walmart,1197831,02-09-2020,South,Texas,Houston,Women's Athletic Footwear,38.00,189,7182,4237,Online
Walmart,1197831,03-09-2020,South,Texas,Houston,Men's Apparel,41.00,169,6929,2772,Online
Walmart,1197831,04-09-2020,South,Texas,Houston,Women's Apparel,46.00,225,10350,6728,Online
Walmart,1197831,05-09-2020,South,Texas,Houston,Men's Street Footwear,44.00,255,11220,5386,Online
Walmart,1197831,06-09-2020,South,Texas,Houston,Men's Athletic Footwear,41.00,213,8733,4017,Online
Walmart,1197831,07-09-2020,South,Texas,Houston,Women's Street Footwear,46.00,234,10764,5274,Online
Walmart,1197831,08-09-2020,South,Texas,Houston,Women's Athletic Footwear,47.00,181,8507,4679,Online
Walmart,1197831,09-09-2020,South,Texas,Houston,Men's Apparel,44.00,175,7700,3311,Online
Walmart,1197831,10-09-2020,South,Texas,Houston,Women's Apparel,50.00,213,10650,6816,Online
Walmart,1197831,11-09-2020,South,Texas,Houston,Men's Street Footwear,44.00,240,10560,5280,Online
Walmart,1197831,12-09-2020,South,Texas,Houston,Men's Athletic Footwear,43.00,216,9288,4365,Online
Walmart,1197831,13-09-2020,South,Texas,Houston,Women's Street Footwear,48.00,188,9024,4241,Online
Walmart,1197831,14-09-2020,South,Texas,Houston,Women's Athletic Footwear,45.00,168,7560,4385,Online
Walmart,1197831,15-09-2020,South,Texas,Houston,Men's Apparel,42.00,150,6300,2583,Online
Walmart,1197831,16-09-2020,South,Texas,Houston,Women's Apparel,53.00,210,11130,6901,Online
Walmart,1197831,20-10-2020,South,Texas,Houston,Men's Street Footwear,43.00,234,10062,4930,Online
Walmart,1197831,21-10-2020,South,Texas,Houston,Men's Athletic Footwear,43.00,243,10449,5120,Online
Walmart,1197831,22-10-2020,South,Texas,Houston,Women's Street Footwear,47.00,206,9682,4647,Online
Walmart,1197831,23-10-2020,South,Texas,Houston,Women's Athletic Footwear,48.00,203,9744,5359,Online
Walmart,1197831,24-10-2020,South,Texas,Houston,Men's Apparel,42.00,195,8190,3686,Online
Walmart,1197831,25-10-2020,South,Texas,Houston,Women's Apparel,51.00,247,12597,7810,Online
Walmart,1197831,26-10-2020,South,Texas,Houston,Men's Street Footwear,41.00,238,9758,4684,Online
Walmart,1197831,27-10-2020,South,Texas,Houston,Men's Athletic Footwear,44.00,285,12540,6019,Online
Walmart,1197831,28-10-2020,South,Texas,Houston,Women's Street Footwear,47.00,255,11985,5873,Online
Walmart,1197831,29-10-2020,South,Texas,Houston,Women's Athletic Footwear,47.00,182,8554,4961,Online
Walmart,1197831,30-10-2020,South,Texas,Houston,Men's Apparel,42.00,169,7098,3194,Online
Walmart,1197831,31-10-2020,South,Texas,Houston,Women's Apparel,53.00,261,13833,8576,Online
West Gear,1128299,01-11-2020,South,Texas,Houston,Men's Street Footwear,37.00,209,7733,3480,Online
West Gear,1128299,02-11-2020,South,Texas,Houston,Men's Athletic Footwear,49.00,194,9506,2947,Online
West Gear,1128299,03-11-2020,South,Texas,Houston,Women's Street Footwear,46.00,217,9982,4492,Online
West Gear,1128299,04-11-2020,South,Texas,Houston,Women's Athletic Footwear,48.00,175,8400,3360,Online
West Gear,1128299,05-11-2020,West,California,San Francisco,Men's Apparel,51.00,161,8211,5173,Online
West Gear,1128299,06-11-2020,West,California,San Francisco,Women's Apparel,49.00,233,11417,2854,Online
West Gear,1128299,07-11-2020,West,California,San Francisco,Men's Street Footwear,37.00,223,8251,4126,Online
West Gear,1128299,08-11-2020,West,California,San Francisco,Men's Athletic Footwear,49.00,210,10290,3190,Online
West Gear,1128299,09-11-2020,West,California,San Francisco,Women's Street Footwear,49.00,196,9604,4706,Online
West Gear,1128299,10-11-2020,West,California,San Francisco,Women's Athletic Footwear,47.00,150,7050,2961,Online
West Gear,1128299,11-11-2020,West,California,San Francisco,Men's Apparel,50.00,140,7000,4270,Online
West Gear,1128299,12-11-2020,West,California,San Francisco,Women's Apparel,46.00,182,8372,2344,Online
West Gear,1128299,13-11-2020,West,California,San Francisco,Men's Street Footwear,49.00,230,11270,5072,Online
West Gear,1128299,14-11-2020,West,California,San Francisco,Men's Athletic Footwear,58.00,175,10150,3045,Online
West Gear,1128299,15-11-2020,West,California,San Francisco,Women's Street Footwear,55.00,203,11165,5248,Online
West Gear,1128299,22-12-2020,West,California,San Francisco,Women's Athletic Footwear,58.00,174,10092,4340,Online
West Gear,1128299,23-12-2020,West,California,San Francisco,Men's Apparel,62.00,145,8990,5664,Online
West Gear,1128299,24-12-2020,West,California,San Francisco,Women's Apparel,54.00,210,11340,3062,Online
West Gear,1128299,25-12-2020,West,California,San Francisco,Men's Street Footwear,56.00,228,12768,6001,Online
West Gear,1128299,26-12-2020,West,California,San Francisco,Men's Athletic Footwear,62.00,203,12586,3776,Online
West Gear,1128299,27-12-2020,West,California,San Francisco,Women's Street Footwear,64.00,210,13440,6720,Online
West Gear,1128299,28-12-2020,West,California,San Francisco,Women's Athletic Footwear,54.00,188,10152,4162,Online
West Gear,1128299,29-12-2020,West,California,San Francisco,Men's Apparel,59.00,152,8968,5829,Online
West Gear,1128299,30-12-2020,West,California,San Francisco,Women's Apparel,72.00,203,14616,3946,Online
West Gear,1128299,31-12-2020,West,California,San Francisco,Men's Street Footwear,56.00,252,14112,7056,Online
West Gear,1128299,01-01-2021,West,California,San Francisco,Men's Athletic Footwear,64.00,225,14400,5184,Online
West Gear,1128299,02-01-2021,West,California,San Francisco,Women's Street Footwear,60.00,218,13080,6671,Online
West Gear,1128299,03-01-2021,West,California,San Francisco,Women's Athletic Footwear,56.00,182,10192,4586,Online
West Gear,1128299,04-01-2021,West,California,San Francisco,Men's Apparel,60.00,154,9240,6098,Online
West Gear,1128299,05-01-2021,West,California,San Francisco,Women's Apparel,72.00,189,13608,4491,Online
West Gear,1128299,06-01-2021,West,California,San Francisco,Men's Street Footwear,56.00,273,15288,7644,Online
West Gear,1128299,07-01-2021,West,California,San Francisco,Men's Athletic Footwear,63.00,248,15624,5781,Online
West Gear,1128299,08-01-2021,West,California,San Francisco,Women's Street Footwear,64.00,206,13184,7251,Online
West Gear,1128299,09-01-2021,West,California,San Francisco,Women's Athletic Footwear,59.00,210,12390,6071,Online
West Gear,1128299,10-01-2021,West,California,San Francisco,Men's Apparel,62.00,155,9610,6343,Online
West Gear,1128299,11-01-2021,West,California,San Francisco,Women's Apparel,72.00,219,15768,5519,Online
West Gear,1128299,12-01-2021,West,California,San Francisco,Men's Street Footwear,56.00,277,15512,6980,Online
West Gear,1128299,13-01-2021,West,California,San Francisco,Men's Athletic Footwear,59.00,245,14455,4915,Online
West Gear,1128299,14-01-2021,West,California,San Francisco,Women's Street Footwear,62.00,248,15376,7073,Online
West Gear,1128299,15-01-2021,West,California,San Francisco,Women's Athletic Footwear,55.00,218,11990,4796,Online
West Gear,1128299,16-01-2021,West,California,San Francisco,Men's Apparel,64.00,233,14912,9544,Online
West Gear,1128299,17-01-2021,West,California,San Francisco,Women's Apparel,72.00,233,16776,4865,Online
West Gear,1128299,18-01-2021,West,California,San Francisco,Men's Street Footwear,62.00,273,16926,7786,Online
West Gear,1128299,19-01-2021,West,California,San Francisco,Men's Athletic Footwear,66.00,259,17094,5128,Online
West Gear,1128299,20-01-2021,West,California,San Francisco,Women's Street Footwear,60.00,200,12000,5640,Online
West Gear,1128299,21-01-2021,West,California,San Francisco,Women's Athletic Footwear,59.00,188,11092,4548,Online
West Gear,1128299,22-01-2021,West,California,San Francisco,Men's Apparel,69.00,188,12972,7913,Online
West Gear,1128299,23-01-2021,West,California,San Francisco,Women's Apparel,76.00,181,13756,3439,Online
West Gear,1128299,24-01-2021,West,California,San Francisco,Men's Street Footwear,51.00,241,12291,5162,Online
West Gear,1128299,25-01-2021,West,California,San Francisco,Men's Athletic Footwear,56.00,268,15008,4202,Online
West Gear,1128299,26-01-2021,West,California,San Francisco,Women's Street Footwear,52.00,225,11700,4680,Online
West Gear,1128299,27-01-2021,West,California,San Francisco,Women's Athletic Footwear,53.00,203,10759,3766,Online
West Gear,1128299,28-01-2021,West,California,San Francisco,Men's Apparel,63.00,218,13734,7966,Online
West Gear,1128299,29-01-2021,West,California,San Francisco,Women's Apparel,65.00,217,14105,3385,Online
West Gear,1128299,30-01-2021,West,California,San Francisco,Men's Street Footwear,51.00,236,12036,5416,Online
West Gear,1128299,31-01-2021,West,California,San Francisco,Men's Athletic Footwear,59.00,219,12921,3747,Online
West Gear,1128299,01-02-2021,West,California,San Francisco,Women's Street Footwear,50.00,182,9100,3822,Online
West Gear,1128299,02-02-2021,West,California,San Francisco,Women's Athletic Footwear,51.00,203,10353,3727,Online
West Gear,1128299,03-02-2021,West,California,San Francisco,Men's Apparel,59.00,182,10738,6228,Online
West Gear,1128299,04-02-2021,West,California,San Francisco,Women's Apparel,63.00,196,12348,2840,Online
West Gear,1128299,05-02-2021,West,California,San Francisco,Men's Street Footwear,52.00,263,13676,6017,Online
West Gear,1128299,06-02-2021,West,California,San Francisco,Men's Athletic Footwear,58.00,236,13688,3422,Online
West Gear,1128299,07-02-2021,West,California,San Francisco,Women's Street Footwear,50.00,210,10500,4200,Online
West Gear,1128299,08-02-2021,West,California,San Francisco,Women's Athletic Footwear,53.00,210,11130,4452,Online
West Gear,1128299,09-02-2021,West,California,San Francisco,Men's Apparel,63.00,163,10269,5853,Online
West Gear,1128299,10-02-2021,West,California,San Francisco,Women's Apparel,67.00,202,13534,2842,Online
West Gear,1128299,11-02-2021,West,California,San Francisco,Men's Street Footwear,51.00,293,14943,5977,Online
West Gear,1128299,12-02-2021,West,California,San Francisco,Men's Athletic Footwear,58.00,273,15834,4275,Online
West Gear,1128299,13-02-2021,West,California,San Francisco,Women's Street Footwear,52.00,233,12116,4846,Online
West Gear,1128299,14-02-2021,West,California,San Francisco,Women's Athletic Footwear,51.00,194,9894,3958,Online
West Gear,1128299,15-02-2021,West,California,San Francisco,Men's Apparel,59.00,175,10325,6195,Online
West Gear,1128299,16-02-2021,West,California,San Francisco,Women's Apparel,67.00,208,13936,3205,Online
Kohl's,1189833,17-02-2021,West,California,San Francisco,Men's Street Footwear,32.00,203,6496,3313,Online
Kohl's,1189833,18-02-2021,West,California,San Francisco,Men's Athletic Footwear,41.00,196,8036,2893,Online
Kohl's,1189833,09-03-2021,West,California,San Francisco,Women's Street Footwear,41.00,189,7749,4029,Online
Kohl's,1189833,10-03-2021,West,California,San Francisco,Women's Athletic Footwear,41.00,160,6560,3214,Online
Kohl's,1189833,11-03-2021,West,California,Los Angeles,Men's Apparel,49.00,145,7105,4689,Online
Kohl's,1189833,12-03-2021,West,California,Los Angeles,Women's Apparel,41.00,182,7462,2313,Online
Kohl's,1189833,13-03-2021,West,California,Los Angeles,Men's Street Footwear,34.00,225,7650,4055,Online
Kohl's,1189833,14-03-2021,West,California,Los Angeles,Men's Athletic Footwear,43.00,195,8385,3354,Online
Kohl's,1189833,15-03-2021,West,California,Los Angeles,Women's Street Footwear,44.00,169,7436,3718,Online
Kohl's,1189833,16-03-2021,West,California,Los Angeles,Women's Athletic Footwear,41.00,152,6232,3054,Online
Kohl's,1189833,17-03-2021,West,California,Los Angeles,Men's Apparel,46.00,113,5198,3535,Online
Kohl's,1189833,18-03-2021,West,California,Los Angeles,Women's Apparel,41.00,176,7216,2165,Online
Kohl's,1189833,19-03-2021,West,California,Los Angeles,Men's Street Footwear,32.00,216,6912,3456,Online
Kohl's,1189833,20-03-2021,West,California,Los Angeles,Men's Athletic Footwear,41.00,195,7995,2798,Online
Kohl's,1189833,21-03-2021,West,California,Los Angeles,Women's Street Footwear,42.00,169,7098,3904,Online
Kohl's,1189833,22-03-2021,West,California,Los Angeles,Women's Athletic Footwear,41.00,154,6314,2841,Online
Kohl's,1189833,23-03-2021,West,California,Los Angeles,Men's Apparel,46.00,106,4876,3316,Online
Kohl's,1189833,06-04-2021,West,California,Los Angeles,Women's Apparel,41.00,188,7708,2698,Online
Kohl's,1189833,07-04-2021,West,California,Los Angeles,Men's Street Footwear,43.00,240,10320,5160,Online
Kohl's,1189833,08-04-2021,West,California,Los Angeles,Men's Athletic Footwear,49.00,156,7644,2752,Online
Kohl's,1189833,09-04-2021,West,California,Los Angeles,Women's Street Footwear,49.00,175,8575,4716,Online
Kohl's,1189833,10-04-2021,West,California,Los Angeles,Women's Athletic Footwear,43.00,152,6536,3203,Online
Kohl's,1189833,11-04-2021,West,California,Los Angeles,Men's Apparel,49.00,119,5831,3848,Online
Kohl's,1189833,12-04-2021,West,California,Los Angeles,Women's Apparel,62.00,174,10788,3560,Online
Kohl's,1189833,13-04-2021,West,California,Los Angeles,Men's Street Footwear,41.00,208,8528,4435,Online
Kohl's,1189833,14-04-2021,West,California,Los Angeles,Men's Athletic Footwear,47.00,169,7943,2780,Online
Kohl's,1189833,15-04-2021,West,California,Los Angeles,Women's Street Footwear,45.00,163,7335,3814,Online
Kohl's,1189833,16-04-2021,West,California,Los Angeles,Women's Athletic Footwear,41.00,154,6314,3031,Online
Kohl's,1189833,17-04-2021,West,California,Los Angeles,Men's Apparel,45.00,131,5895,3832,Online
Kohl's,1189833,18-04-2021,West,California,Los Angeles,Women's Apparel,64.00,181,11584,3591,Online
Kohl's,1189833,19-04-2021,West,California,Los Angeles,Men's Street Footwear,44.00,270,11880,6534,Online
Kohl's,1189833,20-04-2021,West,California,Los Angeles,Men's Athletic Footwear,47.00,225,10575,3701,Online
Kohl's,1189833,21-04-2021,West,California,Los Angeles,Women's Street Footwear,48.00,203,9744,5359,Online
Kohl's,1189833,22-04-2021,West,California,Los Angeles,Women's Athletic Footwear,44.00,175,7700,3696,Online
Kohl's,1189833,23-04-2021,West,California,Los Angeles,Men's Apparel,45.00,125,5625,3881,Online
Kohl's,1189833,24-04-2021,West,California,Los Angeles,Women's Apparel,60.00,200,12000,3720,Online
Kohl's,1189833,25-04-2021,West,California,Los Angeles,Men's Street Footwear,41.00,238,9758,4977,Online
Kohl's,1189833,26-04-2021,West,California,Los Angeles,Men's Athletic Footwear,46.00,216,9936,3776,Online
Kohl's,1189833,27-04-2021,West,California,Los Angeles,Women's Street Footwear,47.00,218,10246,5328,Online
Kohl's,1189833,28-04-2021,West,California,Los Angeles,Women's Athletic Footwear,44.00,189,8316,3992,Online
Kohl's,1189833,29-04-2021,West,California,Los Angeles,Men's Apparel,46.00,189,8694,5738,Online
Kohl's,1189833,30-04-2021,West,California,Los Angeles,Women's Apparel,59.00,203,11977,3593,Online
Kohl's,1189833,01-05-2021,West,California,Los Angeles,Men's Street Footwear,47.00,252,11844,6159,Online
Kohl's,1189833,02-05-2021,West,California,Los Angeles,Men's Athletic Footwear,51.00,221,11271,4508,Online
Kohl's,1189833,03-05-2021,West,California,Los Angeles,Women's Street Footwear,48.00,218,10464,5337,Online
Kohl's,1189833,04-05-2021,West,California,Los Angeles,Women's Athletic Footwear,47.00,169,7943,3813,Online
Kohl's,1189833,05-05-2021,West,California,Los Angeles,Men's Apparel,58.00,182,10556,7073,Online
Kohl's,1189833,06-05-2021,West,California,Los Angeles,Women's Apparel,61.00,189,11529,4035,Online
Kohl's,1189833,07-05-2021,West,California,Los Angeles,Men's Street Footwear,47.00,213,10011,5406,Online
Kohl's,1189833,08-05-2021,West,California,Los Angeles,Men's Athletic Footwear,50.00,247,12350,4570,Online
Kohl's,1189833,09-05-2021,West,California,Los Angeles,Women's Street Footwear,46.00,196,9016,4508,Online
Kohl's,1189833,10-05-2021,West,California,Los Angeles,Women's Athletic Footwear,46.00,176,8096,4048,Online
Kohl's,1189833,11-05-2021,West,California,Los Angeles,Men's Apparel,58.00,163,9454,6334,Online
Kohl's,1189833,12-05-2021,West,California,Los Angeles,Women's Apparel,59.00,189,11151,3457,Online
Kohl's,1189833,13-05-2021,West,California,Los Angeles,Men's Street Footwear,49.00,224,10976,5488,Online
Kohl's,1189833,14-05-2021,West,California,Los Angeles,Men's Athletic Footwear,51.00,232,11832,4260,Online
Kohl's,1189833,15-05-2021,West,California,Los Angeles,Women's Street Footwear,49.00,176,8624,4398,Online
Kohl's,1189833,16-05-2021,West,California,Los Angeles,Women's Athletic Footwear,48.00,175,8400,3780,Online
Kohl's,1189833,17-05-2021,West,California,Los Angeles,Men's Apparel,56.00,174,9744,6626,Online
Kohl's,1189833,18-05-2021,West,California,Los Angeles,Women's Apparel,62.00,176,10912,3819,Online
Kohl's,1189833,19-05-2021,West,California,Los Angeles,Men's Street Footwear,49.00,231,11319,5660,Online
Kohl's,1189833,20-05-2021,West,California,Los Angeles,Men's Athletic Footwear,54.00,215,11610,4412,Online
Kohl's,1189833,21-05-2021,West,California,Los Angeles,Women's Street Footwear,47.00,169,7943,3972,Online
Kohl's,1189833,22-05-2021,West,California,Los Angeles,Women's Athletic Footwear,47.00,176,8272,3722,Online
Kohl's,1189833,23-05-2021,West,California,Los Angeles,Men's Apparel,55.00,174,9570,6603,Online
Kohl's,1189833,24-05-2021,West,California,Los Angeles,Women's Apparel,59.00,189,11151,3791,Online
Kohl's,1189833,25-05-2021,West,California,Los Angeles,Men's Street Footwear,49.00,225,11025,5623,Online
Kohl's,1189833,26-05-2021,West,California,Los Angeles,Men's Athletic Footwear,50.00,243,12150,4617,Online
Kohl's,1189833,27-05-2021,West,California,Los Angeles,Women's Street Footwear,46.00,182,8372,4521,Online
Kohl's,1189833,28-05-2021,West,California,Los Angeles,Women's Athletic Footwear,49.00,210,10290,5145,Online
Kohl's,1189833,29-05-2021,West,California,Los Angeles,Men's Apparel,55.00,156,8580,5577,Online
Kohl's,1189833,30-05-2021,West,California,Los Angeles,Women's Apparel,59.00,196,11564,4047,Online
Foot Locker,1185732,31-05-2021,West,California,Los Angeles,Men's Street Footwear,44.00,124,5456,2837,Online
Foot Locker,1185732,01-06-2021,West,California,Los Angeles,Men's Athletic Footwear,41.00,77,3157,1452,Online
Foot Locker,1185732,02-06-2021,West,California,Los Angeles,Women's Street Footwear,32.00,83,2656,1248,Online
Foot Locker,1185732,03-06-2021,West,California,Los Angeles,Women's Athletic Footwear,37.00,34,1258,654,Online
Foot Locker,1185732,04-06-2021,Midwest,Illinois,Chicago,Men's Apparel,53.00,47,2491,1221,Online
Foot Locker,1185732,05-06-2021,Midwest,Illinois,Chicago,Women's Apparel,41.00,69,2829,1697,Online
Foot Locker,1185732,06-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,44.00,158,6952,3546,Online
Foot Locker,1185732,07-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,43.00,51,2193,1031,Online
Foot Locker,1185732,08-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,32.00,61,1952,898,Online
Foot Locker,1185732,09-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,39.00,28,1092,579,Online
Foot Locker,1185732,10-06-2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,44,2200,1034,Online
Foot Locker,1185732,11-06-2021,Midwest,Illinois,Chicago,Women's Apparel,43.00,77,3311,2152,Online
Foot Locker,1185732,12-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,47.00,144,6768,3722,Online
Foot Locker,1185732,13-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,46.00,60,2760,1325,Online
Foot Locker,1185732,14-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,37.00,68,2516,1132,Online
Foot Locker,1185732,15-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,41.00,19,779,413,Online
